ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
SEN,Senegal,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,La cible pour le PEV est  les Femmes enceintes. Cependant les autres cibles bénéficient aussi de la vaccination car la série vaccinale est poursuivie aprés l'accouchement. De même les autres femmes en  âge de reproduction  aussi vaccinées
SGP,Singapore,WPRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y13,females
SGP,Singapore,WPRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,Y14,females
SLB,Solomon Islands,WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,Females
SLB,Solomon Islands,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,1st contact pregnancy
SLB,Solomon Islands,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,1st contact pregnancy
SLB,Solomon Islands,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,1st contact pregnancy
SLB,Solomon Islands,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,1st contact pregnancy
SLE,Sierra Leone,AFRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10,Females upon 1st contact
SLE,Sierra Leone,AFRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females upon 1st contact
SLE,Sierra Leone,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,WCBA
SLE,Sierra Leone,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,WCBA
SLE,Sierra Leone,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,WCBA
SLE,Sierra Leone,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,WCBA
SLE,Sierra Leone,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,WCBA
SLV,El Salvador,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4,Segundo refuerzo a los 4 años
SLV,El Salvador,AMRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15-M18,"1° dosis a los 2 meses, 2° dosis a los 4 meses y 3° dosis a los 6 meses de edad, se utilizo como refuerzo a los 18 meses hasta el mes de julio 2023"
SLV,El Salvador,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,niñas de 9 años
SLV,El Salvador,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,niñas de 9 años
SLV,El Salvador,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1,ADULTS,Adults,NATIONAL,>Y60,"Personas  con enfermedades cronicas de alto riesgo , mayores de 60 años de edad"
SLV,El Salvador,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,>Y60,"Adultos  Mayores de 60 años, Grupos de riesgo y personas con enfermedades cronicas"
SLV,El Salvador,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,B_ADO_W,General/routine,NATIONAL,Y10,niños de 10 año de edad
SMR,San Marino,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11-Y14,Females
SMR,San Marino,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females
SMR,San Marino,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y25,Adults every 10 years
SMR,San Marino,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",3,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",4,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023,TT,TT (Tetanus toxoid) vaccine,1,ADULTS,Adults,NATIONAL,Y25,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023,TT,TT (Tetanus toxoid) vaccine,2,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023,TT,TT (Tetanus toxoid) vaccine,3,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023,TT,TT (Tetanus toxoid) vaccine,4,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023,TT,TT (Tetanus toxoid) vaccine,5,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023,TT,TT (Tetanus toxoid) vaccine,6,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SOM,Somalia,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,pregnant women
SOM,Somalia,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,pregnant women
SOM,Somalia,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,pregnant women
SOM,Somalia,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,pregnant women
SOM,Somalia,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,pregnant women
SSD,South Sudan,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,15-45 years
SSD,South Sudan,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,15-45 years
SSD,South Sudan,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,15-45 years
SSD,South Sudan,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,15-45 years
SSD,South Sudan,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,15-45 years
STP,Sao Tome and Principe,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
STP,Sao Tome and Principe,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
STP,Sao Tome and Principe,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
STP,Sao Tome and Principe,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
STP,Sao Tome and Principe,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y2,femmes enceintes
SUR,Suriname,AMRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9-Y13,Females
SUR,Suriname,AMRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females
SUR,Suriname,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Pregnant women and others at risk without vaccination
SUR,Suriname,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+Y1,Pregnant women and others at risk without vaccination
SUR,Suriname,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M6,Pregnant women and others at risk without vaccination
SVK,Slovakia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >=59 years
SVK,Slovakia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,ADULTS,Adults,NATIONAL,Y30,Vaccination in adults when reaching 30 years and than the revaccination every 15 years
SVK,Slovakia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,7,ADULTS,Adults,NATIONAL,+Y15,Vaccination in adults when reaching 30 years and than the revaccination every 15 years
SVN,Slovenia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons 65 years of age or more
SVN,Slovenia,EURO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,>Y65,"Risk groups, older persons from 65 years"
SVN,Slovenia,EURO,2023,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,1,ADULTS,Adults,NATIONAL,Y49,Adults
SVN,Slovenia,EURO,2023,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,2,ADULTS,Adults,NATIONAL,+M1-M3,Adults
SVN,Slovenia,EURO,2023,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,3,ADULTS,Adults,NATIONAL,+M5-M12,Adults
SVN,Slovenia,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_ADO_F,General/routine,NATIONAL,Y8,5th dose for children who were vaccinated with DTaP-Hib-IPV
SWE,Sweden,EURO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,Y75,Medical risk groups and persons at age 75 yrs are offered vaccination within the NIP. PPV23 is recommended to risk groups with increased risk for IPD Vaccinaton with PPV23 is also recommended to all persons 65 years and older
SWZ,Eswatini,AFRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1,B_CHILD_W,General/routine,NATIONAL,Y5,5 Y - 9 Y
SWZ,Eswatini,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,6 W - 23 M
SWZ,Eswatini,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Pregnant women
SWZ,Eswatini,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+W4,Pregnant women
SWZ,Eswatini,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Pregnant women
SWZ,Eswatini,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
SWZ,Eswatini,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
SWZ,Eswatini,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
SXM,Sint Maarten (Dutch part),AMRO,2019,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,+M6,females in primary school; switched to nonavalent in 2018
SXM,Sint Maarten (Dutch part),AMRO,2019,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,Y9-Y11,females in primary school; switched to nonavalent in 2018
SYC,Seychelles,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10,females; P6
SYC,Seychelles,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,Y11,females; P6
SYC,Seychelles,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,>=Y25,pregnant women and other adults every 10 years
SYC,Seychelles,AFRO,2023,TT,TT (Tetanus toxoid) vaccine,1,ADULTS,Adults,NATIONAL,>=Y25,pregnant women and other adults every 10 years
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"For adults, pregnant women & risk groups"
SYR,Syrian Arab Republic,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"For adults, pregnant women & risk groups"
TCA,Turks and Caicos Islands,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons
TCA,Turks and Caicos Islands,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Persons 15 years and older with missed doses in childhood and pregnant women. After initial dose; doses are given at 4 weeks, 6 months"
TCA,Turks and Caicos Islands,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"Persons 15 years and older with missed doses in childhood and pregnant women. After initial dose; doses are given at 4 weeks, 6 months"
TCA,Turks and Caicos Islands,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Persons 15 years and older with missed doses in childhood and pregnant women. After initial dose; doses are given at 4 weeks, 6 months"
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes et femmes en âge de procréer
TCD,Chad,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes et femmes en âge de procréer
TGO,Togo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,1st contact grossesse - femmes enceintes
TGO,Togo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,1st contact grossesse - femmes enceintes
TGO,Togo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,1st contact grossesse - femmes enceintes
TGO,Togo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse - femmes enceintes
TGO,Togo,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse - femmes enceintes
THA,Thailand,SEARO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1,ADULTS,Adults,NATIONAL,1st contact,"Healthcare workers (HCWs), Booster dose birth > 1993 1st contact"
THA,Thailand,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11,"Female students grade 5, 2 doses - 6 months apart"
THA,Thailand,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,"Female students grade 5, 2 doses - 6 months apart"
THA,Thailand,SEARO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons 65Y+
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y10,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y10,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,ADULTS,Adults,NATIONAL,+Y10,Adult age 20Y above booster dose every 10 years
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,B_ADO_W,General/routine,NATIONAL,Y12,All school children in grade 6
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
THA,Thailand,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"Adult age 20Y above booster dose every 10 years, Pregnant women at 1st contact, +1 month, +6 months (depending on vaccination history)"
TJK,Tajikistan,EURO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1,B_CHILD_W,General/routine,NATIONAL,Y6,???? 6 ???
TJK,Tajikistan,EURO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,?16-M23,???? 16-23 ??????
TJK,Tajikistan,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,Y26,????????  ? ???????? 16-26-36-46-56 ???.
TJK,Tajikistan,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,Y36,????????  ? ???????? 16-26-36-46-56 ???.
TJK,Tajikistan,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,Y46,????????  ? ???????? 16-26-36-46-56 ???.
TJK,Tajikistan,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,Y56,????????  ? ???????? 16-26-36-46-56 ???.
TJK,Tajikistan,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,B_ADO_F,General/routine,NATIONAL,Y16,????????  ? ???????? 16-26-36-46-56 ???.
TKM,Turkmenistan,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>=Y18,and older persons 65+
TLS,Timor-Leste,SEARO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y6,6Y
TLS,Timor-Leste,SEARO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,1-2Y
TLS,Timor-Leste,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Pregnant women
TLS,Timor-Leste,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Pregnant women
TLS,Timor-Leste,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Pregnant women
TLS,Timor-Leste,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
TLS,Timor-Leste,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
TON,Tonga,WPRO,2023,DTWP,DTwP (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y5,Y5 is at school entry at class 1
TON,Tonga,WPRO,2023,HPV,HPV (Human Papilloma Virus) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10-Y17,10-17 Y female
TON,Tonga,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,B_ADO_F,General/routine,NATIONAL,Y16,Given to Form 6 students at school as school leavers vaccination
TON,Tonga,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Pregnant women not vaccinated or incompletely vaccinated with primary series and boosters
TON,Tonga,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Pregnant women not vaccinated or incompletely vaccinated with primary series and boosters
TON,Tonga,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Pregnant women not vaccinated or incompletely vaccinated with primary series and boosters
TON,Tonga,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Pregnant women not vaccinated or incompletely vaccinated with primary series and boosters
TON,Tonga,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Pregnant women not vaccinated or incompletely vaccinated with primary series and boosters
TTO,Trinidad and Tobago,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons
